City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
mogadishu,2.04,45.34,79.52,82.0,1.0,16.13,SO,1603212329.0
vendychany,48.61,27.79,47.05,61.0,27.0,2.64,UA,1603212449.0
livadiya,42.87,132.68,52.7,84.0,0.0,3.71,RU,1603212449.0
pagudpud,18.56,120.79,80.94,87.0,100.0,29.91,PH,1603212449.0
nome,64.5,-165.41,30.2,86.0,75.0,3.98,US,1603212236.0
cabo san lucas,22.89,-109.91,90.0,48.0,5.0,3.36,MX,1603212208.0
meulaboh,4.14,96.13,78.17,85.0,42.0,4.0,ID,1603212449.0
gat,31.61,34.76,81.0,72.0,0.0,8.55,IL,1603212302.0
itapora,-22.08,-54.79,92.5,36.0,27.0,3.0,BR,1603212449.0
cortez,37.35,-108.59,66.99,30.0,1.0,5.35,US,1603212449.0
ruyigi,-3.45,30.32,63.82,94.0,100.0,2.64,BI,1603212449.0
le port,-20.94,55.29,75.2,73.0,30.0,12.75,RE,1603212450.0
egvekinot,66.32,-179.17,33.84,100.0,100.0,8.39,RU,1603212450.0
sitrah,26.15,50.62,86.0,45.0,0.0,5.82,BH,1603212450.0
sydney,-33.87,151.21,62.6,82.0,20.0,5.82,AU,1603212303.0
palu,-0.89,119.87,77.05,80.0,100.0,2.13,ID,1603212450.0
carman,49.5,-98.0,34.0,68.0,90.0,11.41,CA,1603212450.0
kahului,20.89,-156.47,70.0,77.0,20.0,4.7,US,1603212238.0
garowe,8.41,48.48,86.88,36.0,0.0,1.12,SO,1603212450.0
skibotn,69.39,20.27,30.2,80.0,0.0,17.22,NO,1603212450.0
gabu,12.28,-14.22,94.48,49.0,38.0,2.64,GW,1603212450.0
saint andrews,34.05,-81.13,75.99,64.0,75.0,3.36,US,1603212320.0
florianopolis,-27.61,-48.5,82.99,61.0,20.0,18.34,BR,1603212219.0
airai,-8.93,125.41,61.3,76.0,100.0,1.99,TL,1603212451.0
vestmannaeyjar,63.44,-20.27,37.4,74.0,26.0,6.93,IS,1603212451.0
baruun-urt,46.68,113.28,26.94,91.0,89.0,17.38,MN,1603212451.0
souillac,-20.52,57.52,75.2,73.0,40.0,12.75,MU,1603212451.0
roma,43.21,-75.46,53.6,93.0,90.0,9.17,US,1603212273.0
tocopilla,-22.09,-70.2,67.42,49.0,8.0,4.63,CL,1603212451.0
buraydah,26.33,43.98,80.6,19.0,0.0,5.82,SA,1603212447.0
talaya,61.38,152.75,14.43,92.0,26.0,1.48,RU,1603212457.0
barra,-11.09,-43.14,92.41,34.0,71.0,7.49,BR,1603212457.0
faya,18.39,42.45,68.0,10.0,0.0,11.41,SA,1603212457.0
tiksi,71.69,128.87,12.11,93.0,100.0,15.88,RU,1603212457.0
krasnoarmeysk,51.02,45.7,46.0,22.0,0.0,5.99,RU,1603212457.0
abu dhabi,24.47,54.37,84.2,58.0,0.0,5.82,AE,1603212273.0
taketa,32.97,131.38,59.0,58.0,1.0,5.99,JP,1603212457.0
shimoda,34.67,138.95,55.99,80.0,5.0,1.99,JP,1603212457.0
tabou,4.42,-7.35,79.32,78.0,95.0,8.12,CI,1603212457.0
conde,-7.26,-34.91,86.0,55.0,40.0,16.11,BR,1603212458.0
vila do maio,15.13,-23.22,91.4,52.0,100.0,12.75,CV,1603212458.0
shiraoi,42.55,141.35,41.0,93.0,0.0,4.56,JP,1603212458.0
lesnoy,57.62,63.08,36.97,88.0,54.0,9.53,RU,1603212458.0
niksic,42.77,18.94,62.6,76.0,0.0,0.96,ME,1603212458.0
bara,10.37,10.73,95.0,28.0,20.0,4.7,NG,1603212458.0
jalu,29.03,21.55,77.16,45.0,0.0,8.79,LY,1603212458.0
venezuela,8.0,-66.0,91.42,53.0,47.0,9.01,VE,1603212388.0
pressbaum,48.18,16.05,53.6,71.0,100.0,19.46,AT,1603212458.0
plettenberg bay,-34.05,23.37,58.95,69.0,25.0,4.34,ZA,1603212458.0
gacko,43.17,18.54,60.8,48.0,0.0,5.82,BA,1603212458.0
mareeba,-17.0,145.43,71.6,88.0,18.0,1.12,AU,1603212459.0
iqaluit,63.75,-68.51,30.2,74.0,90.0,2.24,CA,1603212386.0
codrington,-38.27,141.97,46.47,89.0,100.0,3.33,AU,1603212459.0
tromso,69.65,18.96,26.6,79.0,0.0,6.93,NO,1603212459.0
dubrovnik,42.65,18.09,62.6,48.0,0.0,2.24,HR,1603212459.0
gresik,-7.15,112.66,81.1,74.0,37.0,3.02,ID,1603212459.0
alpena,45.06,-83.43,46.0,52.0,20.0,3.36,US,1603212389.0
kampene,-3.6,26.67,69.17,95.0,99.0,2.62,CD,1603212460.0
temiscaming,46.72,-79.1,43.0,86.0,90.0,4.7,CA,1603212460.0
wagar,16.15,36.2,89.65,15.0,0.0,11.77,SD,1603212460.0
xihua,33.78,114.52,59.07,58.0,73.0,6.82,CN,1603212460.0
hofn,64.25,-15.21,37.69,72.0,3.0,1.61,IS,1603212460.0
mackenzie,55.3,-123.17,26.6,100.0,1.0,2.24,CA,1603212303.0
barao de melgaco,-16.19,-55.97,91.4,46.0,96.0,4.7,BR,1603212460.0
tahe,52.33,124.73,34.2,90.0,90.0,2.95,CN,1603212460.0
bundaberg,-24.85,152.35,68.0,77.0,75.0,4.7,AU,1603212460.0
sao jose da coroa grande,-8.9,-35.15,81.18,66.0,41.0,11.27,BR,1603212461.0
sandy point,-38.82,146.1,53.01,81.0,100.0,1.1,AU,1603212461.0
flin flon,54.77,-101.86,28.4,58.0,90.0,2.3,CA,1603212239.0
vaitape,-16.52,-151.75,79.48,81.0,80.0,15.7,PF,1603212461.0
yarim,14.3,44.38,56.48,37.0,0.0,10.04,YE,1603212461.0
novosokolniki,56.35,30.16,36.82,81.0,86.0,5.26,RU,1603212461.0
riyadh,24.69,46.72,80.6,14.0,0.0,6.93,SA,1603212461.0
matamoros,25.53,-103.25,75.2,25.0,5.0,4.47,MX,1603212466.0
sapele,5.89,5.68,79.68,87.0,97.0,5.53,NG,1603212466.0
kamenka,51.32,42.77,41.99,65.0,55.0,9.19,RU,1603212466.0
rosetown,51.55,-108.0,26.01,83.0,97.0,1.99,CA,1603212467.0
albanel,48.88,-72.45,33.8,100.0,90.0,6.93,CA,1603212467.0
nouakchott,18.09,-15.98,105.8,12.0,0.0,14.99,MR,1603212467.0
de aar,-30.65,24.01,65.35,24.0,0.0,12.15,ZA,1603212467.0
valparaiso,-33.04,-71.63,75.2,25.0,0.0,16.11,CL,1603212346.0
axim,4.87,-2.24,79.05,83.0,68.0,11.21,GH,1603212467.0
vila velha,-20.33,-40.29,77.0,88.0,90.0,4.7,BR,1603212467.0
san francisco,37.77,-122.42,69.01,72.0,20.0,0.36,US,1603212423.0
tuscaloosa,33.21,-87.57,80.01,57.0,1.0,6.93,US,1603212467.0
zhob,31.34,69.45,60.69,24.0,0.0,2.89,PK,1603212467.0
le creusot,46.81,4.42,60.8,63.0,100.0,18.34,FR,1603212467.0
flinders,-34.58,150.86,61.0,86.0,28.0,6.13,AU,1603212468.0
porbandar,21.64,69.61,84.18,78.0,5.0,9.89,IN,1603212468.0
zhigansk,66.77,123.37,15.42,96.0,100.0,8.16,RU,1603212468.0
panlaitan,12.12,119.85,82.63,79.0,100.0,17.05,PH,1603212468.0
santa comba,43.03,-8.81,62.01,84.0,100.0,3.83,ES,1603212468.0
santa fe,-31.63,-60.7,59.34,88.0,100.0,14.67,AR,1603212268.0
ndele,8.41,20.65,78.12,68.0,0.0,1.61,CF,1603212468.0
hushitai,41.93,123.51,60.8,36.0,100.0,8.95,CN,1603212468.0
san alberto,7.76,-73.39,85.12,65.0,78.0,4.09,CO,1603212469.0
madimba,-10.4,40.33,78.8,74.0,20.0,5.82,TZ,1603212469.0
itacoatiara,-3.14,-58.44,100.24,30.0,58.0,4.7,BR,1603212469.0
cumberland,35.05,-78.87,77.0,65.0,1.0,8.05,US,1603212469.0
hansot,21.58,72.8,82.89,80.0,26.0,9.04,IN,1603212469.0
ouallam,14.32,2.09,100.62,14.0,3.0,5.99,NE,1603212469.0
sept-iles,50.2,-66.38,43.0,100.0,90.0,9.17,CA,1603212199.0
bereda,43.27,-7.54,57.0,98.0,100.0,1.99,ES,1603212469.0
amos,48.57,-78.12,35.6,100.0,90.0,8.05,CA,1603212469.0
nalut,30.33,10.85,70.3,25.0,2.0,9.66,LY,1603212470.0
kamaishi,39.27,141.88,52.52,65.0,0.0,4.05,JP,1603212470.0
wuwei,37.93,102.64,50.0,37.0,0.0,4.74,CN,1603212470.0
poum,-20.23,164.02,74.26,70.0,0.0,6.53,NC,1603212470.0
ribas do rio pardo,-20.44,-53.76,93.13,35.0,43.0,9.24,BR,1603212470.0
wasilla,61.58,-149.44,24.8,92.0,1.0,1.05,US,1603212470.0
bar harbor,44.39,-68.2,61.0,82.0,75.0,12.75,US,1603212471.0
pontianak,-0.03,109.33,77.61,86.0,81.0,2.19,ID,1603212471.0
nanga eboko,4.68,12.37,73.42,88.0,26.0,2.57,CM,1603212471.0
anqing,30.51,117.05,61.16,75.0,100.0,2.19,CN,1603212462.0
peterhead,57.51,-1.8,53.6,87.0,80.0,3.36,GB,1603212471.0
quimper,48.0,-4.1,60.8,82.0,100.0,9.17,FR,1603212471.0
uray,60.12,64.78,35.37,93.0,100.0,7.31,RU,1603212471.0
qaqortoq,60.72,-46.03,35.6,93.0,75.0,1.12,GL,1603212471.0
casaluce,41.0,14.2,66.2,63.0,20.0,5.7,IT,1603212471.0
kristinehamn,59.31,14.11,44.6,100.0,100.0,8.05,SE,1603212476.0
wanxian,30.8,108.39,59.67,78.0,98.0,4.16,CN,1603212476.0
kaeo,-35.1,173.78,53.01,93.0,56.0,1.25,NZ,1603212477.0
ivolginsk,51.75,107.28,26.6,68.0,75.0,6.71,RU,1603212477.0
lahaina,20.88,-156.68,70.0,77.0,20.0,4.7,US,1603212477.0
hokitika,-42.72,170.97,43.95,86.0,15.0,3.18,NZ,1603212477.0
simav,39.09,28.98,64.0,63.0,63.0,11.99,TR,1603212477.0
salalah,17.02,54.09,86.0,45.0,66.0,2.24,OM,1603212477.0
shingu,33.73,135.98,61.59,71.0,30.0,7.87,JP,1603212477.0
udachnyy,66.42,112.4,8.6,92.0,90.0,4.47,RU,1603212477.0
ulladulla,-35.35,150.47,51.8,100.0,90.0,3.87,AU,1603212477.0
bambanglipuro,-7.95,110.28,78.98,84.0,97.0,3.13,ID,1603212323.0
coquimbo,-29.95,-71.34,62.6,63.0,0.0,16.11,CL,1603212478.0
vanimo,-2.67,141.3,78.58,79.0,100.0,1.39,PG,1603212478.0
gilgit,35.92,74.31,62.4,26.0,0.0,3.65,PK,1603212251.0
tchollire,8.4,14.17,81.01,54.0,0.0,2.46,CM,1603212478.0
alice town,25.72,-79.3,81.3,78.0,97.0,21.32,BS,1603212478.0
corrente,-3.74,-43.34,101.91,23.0,33.0,5.03,BR,1603212478.0
gori,41.98,44.12,56.77,77.0,100.0,6.29,GE,1603212478.0
oranjemund,-28.55,16.43,60.78,72.0,0.0,23.38,NA,1603212478.0
pemangkat,1.17,108.97,79.83,79.0,81.0,3.09,ID,1603212427.0
nikki,9.94,3.21,83.17,56.0,10.0,4.03,BJ,1603212479.0
alta floresta,-9.88,-56.09,94.42,37.0,89.0,2.57,BR,1603212479.0
nishihara,26.18,127.76,80.6,74.0,75.0,12.75,JP,1603212479.0
pangai,-19.8,-174.35,73.08,70.0,72.0,19.57,TO,1603212479.0
kavaratti,10.57,72.64,81.34,74.0,97.0,9.64,IN,1603212479.0
honiara,-9.43,159.95,75.2,88.0,40.0,2.24,SB,1603212479.0
nicoya,10.15,-85.45,84.2,74.0,75.0,10.29,CR,1603212303.0
nakapiripirit,1.92,34.78,74.41,57.0,67.0,5.28,UG,1603212479.0
belaya gora,68.53,146.42,5.25,92.0,24.0,1.99,RU,1603212479.0
tadine,-21.55,167.88,72.07,83.0,6.0,12.66,NC,1603212479.0
stromness,58.97,-3.3,50.0,93.0,90.0,19.46,GB,1603212480.0
yerbogachen,61.28,108.01,20.98,97.0,100.0,7.49,RU,1603212480.0
uyuni,-20.46,-66.83,63.36,26.0,0.0,10.67,BO,1603212480.0
san cristobal,7.77,-72.22,89.6,49.0,40.0,6.93,VE,1603212345.0
bolitoc,15.74,119.88,77.61,89.0,100.0,8.14,PH,1603212480.0
ilhabela,-23.78,-45.36,77.68,73.0,9.0,4.5,BR,1603212480.0
padang,-0.95,100.35,79.57,75.0,69.0,4.32,ID,1603212262.0
tunceli,39.11,39.55,62.6,72.0,75.0,6.93,TR,1603212386.0
klyuchevskiy,53.53,119.45,28.4,98.0,100.0,4.47,RU,1603212480.0
chunskiy,56.08,99.63,31.68,98.0,100.0,6.26,RU,1603212480.0
funehiki,37.43,140.58,46.99,71.0,3.0,2.26,JP,1603212481.0
tutoia,-2.76,-42.27,86.14,60.0,55.0,16.6,BR,1603212481.0
lumeje,-11.55,20.78,81.39,27.0,22.0,5.01,AO,1603212481.0
sovetskiy,61.36,63.58,32.9,96.0,100.0,6.46,RU,1603212481.0
viedma,-40.81,-63.0,73.0,23.0,13.0,4.0,AR,1603212481.0
milton,34.13,-84.3,75.0,71.0,3.0,1.01,US,1603212486.0
san jose,37.34,-121.89,72.0,72.0,20.0,0.94,US,1603212430.0
nemuro,43.32,145.57,49.3,66.0,46.0,4.94,JP,1603212486.0
san isidro,-12.12,-77.05,66.0,88.0,90.0,8.05,PE,1603212486.0
martapura,-3.42,114.85,74.53,83.0,81.0,1.36,ID,1603212486.0
tigil,57.8,158.67,31.8,96.0,100.0,2.48,RU,1603212486.0
paita,-5.09,-81.11,75.2,69.0,0.0,14.99,PE,1603212487.0
yuza,39.0,139.92,51.85,66.0,0.0,6.24,JP,1603212487.0
quesnel,53.0,-122.5,33.8,100.0,90.0,2.44,CA,1603212487.0
dzilam gonzalez,21.28,-88.93,81.09,87.0,1.0,5.93,MX,1603212487.0
chumikan,54.72,135.31,32.68,89.0,100.0,5.53,RU,1603212487.0
karaton,-6.34,106.1,80.01,83.0,20.0,3.36,ID,1603212487.0
verkhnevilyuysk,63.45,120.32,16.52,97.0,43.0,3.8,RU,1603212487.0
batsfjord,70.63,29.72,32.0,87.0,75.0,2.24,NO,1603212487.0
atar,20.52,-13.05,96.8,17.0,4.0,13.56,MR,1603212487.0
tarakan,3.3,117.63,80.76,80.0,76.0,3.83,ID,1603212369.0
mandalgovi,45.76,106.27,19.98,81.0,0.0,11.45,MN,1603212488.0
sarai sidhu,30.59,71.97,78.8,54.0,0.0,6.96,PK,1603212488.0
oktyabrskiy,54.48,53.47,38.25,75.0,1.0,5.97,RU,1603212488.0
madera,37.17,-119.83,73.0,67.0,1.0,5.82,US,1603212488.0
quatre cocos,-20.21,57.76,75.99,73.0,40.0,12.75,MU,1603212488.0
macheng,31.18,115.03,56.91,85.0,100.0,3.87,CN,1603212488.0
greencastle,39.64,-86.86,52.0,93.0,90.0,8.25,US,1603212488.0
aksarayskiy,46.79,48.01,55.0,58.0,81.0,6.71,RU,1603212488.0
xining,36.62,101.77,38.59,64.0,0.0,0.27,CN,1603212488.0
thinadhoo,0.53,72.93,83.19,77.0,27.0,11.83,MV,1603212489.0
sayula,19.87,-103.62,80.6,74.0,5.0,2.89,MX,1603212489.0
buchanan,5.88,-10.05,86.0,74.0,75.0,8.05,LR,1603212489.0
hurricane,37.18,-113.29,66.2,19.0,1.0,1.63,US,1603212489.0
ishigaki,24.34,124.16,80.91,81.0,80.0,23.44,JP,1603212489.0
san marcos,33.14,-117.17,69.01,82.0,90.0,4.7,US,1603212328.0
rawson,-43.3,-65.1,57.74,37.0,46.0,14.09,AR,1603212248.0
kamiiso,41.82,140.65,48.31,62.0,0.0,2.82,JP,1603212489.0
mount gambier,-37.83,140.77,44.6,93.0,90.0,4.7,AU,1603212489.0
trebinje,42.71,18.34,62.6,48.0,0.0,2.24,BA,1603212489.0
kudahuvadhoo,2.67,72.89,82.83,79.0,100.0,13.18,MV,1603212489.0
tres arroyos,-38.37,-60.28,65.89,28.0,92.0,6.73,AR,1603212490.0
avera,33.19,-82.53,75.2,69.0,1.0,5.82,US,1603212490.0
batagay,67.63,134.63,9.14,94.0,100.0,3.8,RU,1603212490.0
itupiranga,-5.13,-49.33,93.2,52.0,40.0,4.7,BR,1603212490.0
road town,18.42,-64.62,86.0,70.0,40.0,9.17,VG,1603212490.0
port augusta,-32.5,137.77,62.6,67.0,27.0,8.05,AU,1603212490.0
maragogi,-9.01,-35.22,80.74,68.0,37.0,11.95,BR,1603212310.0
mimongo,-1.62,11.61,72.77,92.0,91.0,2.71,GA,1603212490.0
hambantota,6.12,81.12,80.6,74.0,20.0,5.82,LK,1603212490.0
varnamo,57.19,14.04,48.0,85.0,100.0,5.01,SE,1603212490.0
rupert,42.62,-113.68,53.6,50.0,1.0,18.34,US,1603212491.0
visconde do rio branco,-21.01,-42.84,77.0,49.0,100.0,5.01,BR,1603212491.0
wangkui,46.83,126.5,53.69,57.0,100.0,16.84,CN,1603212491.0
nioki,-2.72,17.68,74.39,94.0,99.0,3.51,CD,1603212491.0
marawi,8.0,124.29,75.99,95.0,100.0,4.0,PH,1603212496.0
morros,-9.45,-46.3,98.96,20.0,87.0,6.4,BR,1603212496.0
tres picos,15.87,-93.53,87.4,56.0,92.0,2.42,MX,1603212496.0
narino,5.61,-75.18,69.8,60.0,75.0,6.93,CO,1603212496.0
delijan,33.99,50.68,61.32,24.0,0.0,4.27,IR,1603212496.0
the valley,18.22,-63.06,84.2,74.0,20.0,6.93,AI,1603212497.0
saint-pierre,-21.34,55.48,73.4,78.0,39.0,5.82,RE,1603212497.0
ibaiti,-23.85,-50.19,79.0,82.0,38.0,3.0,BR,1603212497.0
kihei,20.79,-156.47,70.0,77.0,20.0,4.7,US,1603212497.0
sayyan,15.17,44.32,57.81,33.0,0.0,11.56,YE,1603212497.0
antofagasta,-23.65,-70.4,66.99,67.0,75.0,9.17,CL,1603212320.0
mau,25.95,83.55,77.43,50.0,0.0,4.03,IN,1603212497.0
srednekolymsk,67.45,153.68,17.69,97.0,94.0,3.47,RU,1603212497.0
hornepayne,49.21,-84.77,37.09,69.0,0.0,3.96,CA,1603212497.0
morant bay,17.88,-76.41,86.0,66.0,75.0,21.92,JM,1603212498.0
hengyang,26.89,112.61,55.45,83.0,90.0,8.25,CN,1603212498.0
victoria point,-27.58,153.3,64.0,68.0,68.0,1.01,AU,1603212367.0
biak,-0.91,122.88,76.53,70.0,81.0,7.0,ID,1603212498.0
cozumel,20.51,-86.95,84.2,83.0,75.0,3.36,MX,1603212498.0
comodoro rivadavia,-45.87,-67.5,53.6,46.0,0.0,12.75,AR,1603212301.0
rudbar,30.15,62.6,60.8,27.0,0.0,4.54,AF,1603212498.0
kutum,14.2,24.67,82.54,14.0,8.0,12.73,SD,1603212207.0
